Departure codeIataAirport,Departure Province/State,Departure Country/Region,Arrival Province/State,Arrival Country/Region
BOM,,India,,India
BOM,,India,Hong Kong,China
BOM,,India,Hong Kong,China
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,Ethiopia
BOM,,India,,Ethiopia
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,Thailand
BOM,,India,,Thailand
BOM,,India,,Bahrain
BOM,,India,,Bahrain
BOM,,India,,Seychelles
BOM,,India,,Iraq
BOM,,India,,Iran
BOM,,India,,India
BOM,,India,,Qatar
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,United Arab Emirates
BOM,,India,,Bhutan
BOM,,India,,Netherlands
BOM,,India,,Kenya
BOM,,India,,Kenya
BOM,,India,,Kuwait
BOM,,India,,Kuwait
BOM,,India,,Germany
BOM,,India,,Germany
BOM,,India,,Switzerland
BOM,,India,,Israel
BOM,,India,,Malaysia
BOM,,India,,Malaysia
BOM,,India,,Mauritius
BOM,,India,,Egypt
BOM,,India,,Malaysia
BOM,,India,,Japan
BOM,,India,,Thailand
BOM,,India,,Pakistan
BOM,,India,,Qatar
BOM,,India,,Nepal
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,United Arab Emirates
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,Belgium
BOM,,India,,Singapore
BOM,,India,,Singapore
BOM,,India,,Singapore
BOM,,India,,Saudi Arabia
BOM,,India,,Saudi Arabia
BOM,,India,,Saudi Arabia
BOM,,India,,Saudi Arabia
BOM,,India,,Saudi Arabia
BOM,,India,,Saudi Arabia
BOM,,India,,Thailand
BOM,,India,,Thailand
BOM,,India,,Turkey
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,India
BOM,,India,,Sri Lanka
BOM,,India,,Rwanda
BOM,,India,,Thailand
BOM,,India,,Thailand
BOM,,India,,Oman
BOM,,India,,Oman
BOM,,India,,Oman
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Panama
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Panama
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Brazil
BOG,,Colombia,,Mexico
BOG,,Colombia,Aruba,Netherlands
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Mexico
BOG,,Colombia,,Mexico
BOG,,Colombia,,Mexico
BOG,,Colombia,,Mexico
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Venezuela
BOG,,Colombia,Ontario,Canada
BOG,,Colombia,,France
BOG,,Colombia,,France
BOG,,Colombia,,France
BOG,,Colombia,,Mexico
BOG,,Colombia,,Mexico
BOG,,Colombia,,Mexico
BOG,,Colombia,,Argentina
BOG,,Colombia,,Spain
BOG,,Colombia,,Uruguay
BOG,,Colombia,Channel Islands,United Kingdom
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Barbados
BOG,,Colombia,,Dominican Republic
BOG,,Colombia,,Spain
BOG,,Colombia,,El Salvador
BOG,,Colombia,,Mexico
BOG,,Colombia,,Brazil
BOG,,Colombia,,Peru
BOG,,Colombia,,Dominican Republic
BOG,,Colombia,,Dominican Republic
BOG,,Colombia,,Cuba
BOG,,Colombia,,Mexico
BOG,,Colombia,,Spain
BOG,,Colombia,,Brazil
BOG,,Colombia,,Guatemala
BOG,,Colombia,,Mexico
BOG,,Colombia,,Bahamas
BOG,,Colombia,,Mexico
BOG,,Colombia,,Spain
BOG,,Colombia,,Peru
BOG,,Colombia,,Spain
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Mexico
BOG,,Colombia,,Peru
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Panama
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Brazil
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Argentina
BOG,,Colombia,Aruba,Netherlands
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,El Salvador
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Cuba
BOG,,Colombia,,Panama
BOG,,Colombia,,Spain
BOG,,Colombia,,Spain
BOG,,Colombia,,Spain
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Panama
BOG,,Colombia,,Brazil
BOG,,Colombia,,Brazil
BOG,,Colombia,,Brazil
BOG,,Colombia,,Brazil
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,Aruba,Netherlands
BOG,,Colombia,,Peru
BOG,,Colombia,,Colombia
BOG,,Colombia,,Brazil
BOG,,Colombia,,Germany
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,El Salvador
BOG,,Colombia,,El Salvador
BOG,,Colombia,,Peru
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Brazil
BOG,,Colombia,,Brazil
BOG,,Colombia,,Brazil
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Panama
BOG,,Colombia,,Dominican Republic
BOG,,Colombia,,Panama
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Panama
BOG,,Colombia,,Cuba
BOG,,Colombia,,Panama
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Mexico
BOG,,Colombia,,Panama
BOG,,Colombia,,Mexico
BOG,,Colombia,Aruba,Netherlands
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Mexico
BOG,,Colombia,,Mexico
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,El Salvador
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,El Salvador
BOG,,Colombia,,El Salvador
BOG,,Colombia,,El Salvador
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Costa Rica
BOG,,Colombia,,Spain
BOG,,Colombia,,Spain
BOG,,Colombia,,Venezuela
BOG,,Colombia,,Panama
BOG,,Colombia,,Peru
BOG,,Colombia,,Peru
BOG,,Colombia,,Ecuador
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BOG,,Colombia,,Colombia
BPG,,Brazil,,Brazil
BPL,Xinjiang,China,Xinjiang,China
BPL,Xinjiang,China,Xinjiang,China
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Argentina
BPS,,Brazil,,Argentina
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Argentina
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPS,,Brazil,,Brazil
BPX,Sichuan,China,Sichuan,China
BPX,Sichuan,China,Sichuan,China
BPX,Sichuan,China,Tibet,China
BPX,Sichuan,China,Chongqing,China
BQJ,,Russia,,Russia
BQJ,,Russia,,Russia
BQJ,,Russia,,Russia
BQJ,,Russia,,Russia
BQJ,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQS,,Russia,,Russia
BQT,,Belarus,,Russia
BRA,,Brazil,,Brazil
BRA,,Brazil,,Brazil
BRA,,Brazil,,Brazil
BRA,,Brazil,,Brazil
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRC,,Argentina,,Argentina
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Spain
BRE,,Germany,,France
BRE,,Germany,,France
BRE,,Germany,,France
BRE,,Germany,,Belgium
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Germany
BRE,,Germany,,Spain
BRE,,Germany,Channel Islands,United Kingdom
BRE,,Germany,Channel Islands,United Kingdom
BRE,,Germany,Isle of Man,United Kingdom
BRE,,Germany,Isle of Man,United Kingdom
BRE,,Germany,,Italy
BRE,,Germany,,Morocco
BRE,,Germany,,Finland
BRE,,Germany,,Portugal
BRE,,Germany,,Israel
BRE,,Germany,,Ireland
BRE,,Germany,Isle of Man,United Kingdom
BRE,,Germany,,Latvia
BRE,,Germany,Channel Islands,United Kingdom
BRE,,Germany,Channel Islands,United Kingdom
BRE,,Germany,,United Kingdom
BRE,,Germany,,Spain
BRE,,Germany,,Spain
BRE,,Germany,,Portugal
BRE,,Germany,,Portugal
